case_id,transaction_id,submission_datetime,submission_channel,customer_service_segment,transaction_datetime,transaction_type,transaction_amount_gbp,merchant_category,dispute_category,customer_sentiment,evidence_completeness,initial_evidence_count,priority,assigned_queue,case_status,first_response_datetime,resolution_datetime,sla_target_hours,manual_handoff_count,rework_count,customer_contact_count,customer_update_count,fraud_referral_flag,escalation_flag,complaint_flag,outcome,refund_amount_gbp,resolution_time_hours,first_response_time_hours,sla_breached_flag,data_quality_flag
PFXC-001329,TXN-0002010,2025-03-12T17:05:18,Mobile,Standard,2025-02-08T11:20:18,Card Purchase,114.18,Travel,Delayed Refund,Frustrated,Complete,4,Low,Fraud Review,Awaiting Evidence,2025-03-13T14:58:21,,168,2,0,2,2,Yes,No,No,Pending,0.00,,21.88,No,Valid
PFXC-001330,TXN-0005212,2025-01-22T18:35:53,Call Centre,Standard,2024-11-29T02:00:53,Wallet Payment,124.16,Retail,Merchant Non-confirmation,Frustrated,Complete,2,Standard,Fraud Review,Resolved,2025-01-23T09:38:31,2025-01-29T09:05:42,120,3,0,2,3,Yes,No,Yes,Full Refund,124.16,158.50,15.04,Yes,Valid
PFXC-001331,TXN-0006747,2025-05-19T01:35:54,Mobile,Standard,2025-04-16T10:13:54,Card Purchase,29.47,Travel,Incorrect Amount,Distressed,Complete,3,Standard,Payment Operations,Resolved,2025-05-19T19:50:49,2025-05-24T18:43:42,120,2,0,3,1,No,Yes,No,Full Refund,29.47,137.13,18.25,Yes,Valid
PFXC-001332,TXN-0002057,2026-01-16T22:50:50,Web,Standard,2025-11-20T15:49:50,Card Purchase,95.86,Digital Services,Other,Neutral,Complete,2,Standard,Customer Service,Rejected,2026-01-17T13:27:49,2026-01-21T02:16:50,120,1,0,1,1,No,No,No,No Refund,0.00,99.43,14.62,No,Valid
PFXC-001333,TXN-0002649,2025-11-23T17:06:43,Email,Assisted Digital,2025-10-06T01:23:43,Bank Transfer,311.37,Subscription,Delayed Refund,Frustrated,Partial,1,Standard,Payment Operations,Resolved,2025-11-24T11:30:08,2025-11-29T02:27:06,120,1,1,2,2,No,Yes,No,Full Refund,311.37,129.34,18.39,Yes,Valid
PFXC-001334,TXN-0007516,2025-09-16T07:07:05,Mobile,Standard,2025-09-03T08:13:05,Cash Withdrawal,65.16,Retail,Delayed Refund,Neutral,Complete,2,Standard,Payment Operations,Awaiting Evidence,2025-09-16T22:28:13,,120,2,0,1,3,No,Yes,No,Pending,0.00,,15.35,No,Valid
PFXC-001335,TXN-0003395,2025-03-29T12:51:39,Mobile,Standard,2025-03-19T11:42:39,Card Purchase,120.11,Retail,Failed Payment,Frustrated,Complete,3,Standard,Technical Support,Rejected,2025-03-30T13:15:04,2025-04-04T01:17:05,120,1,1,2,2,No,No,No,No Refund,0.00,132.42,24.39,Yes,Valid
PFXC-001336,TXN-0000114,2026-04-28T11:58:40,Web,Standard,2026-03-10T00:54:40,Card Purchase,146.37,Other,Duplicate Debit,Frustrated,Complete,3,Low,Payment Operations,Resolved,2026-04-29T22:55:50,2026-05-03T23:28:06,168,2,1,2,5,No,Yes,Yes,Partial Refund,89.01,131.49,34.95,No,Valid
PFXC-001337,TXN-0000036,2025-03-13T03:05:06,Mobile,Standard,2025-01-11T10:29:06,Bank Transfer,106.30,Travel,Failed Payment,Distressed,Complete,2,Standard,Technical Support,Rejected,2025-03-13T15:16:02,2025-03-15T23:17:48,120,2,0,2,3,No,No,No,No Refund,0.00,68.21,12.18,No,Valid
PFXC-001338,TXN-0009571,2025-01-04T10:09:06,Web,Standard,2024-12-26T23:03:06,Card Purchase,38.99,Digital Services,Other,Frustrated,Partial,1,Low,Customer Service,Resolved,2025-01-05T15:26:28,2025-01-10T03:28:16,168,1,1,3,1,No,No,No,Full Refund,38.99,137.32,29.29,No,Valid
PFXC-001339,TXN-0007057,2025-03-23T09:30:25,Call Centre,Standard,2025-03-05T02:15:25,Card Purchase,60.23,Travel,Incorrect Amount,Frustrated,Partial,2,Standard,Payment Operations,Resolved,2025-03-24T05:25:15,2025-03-27T10:03:51,120,1,1,2,1,No,No,No,Partial Refund,26.57,96.56,19.91,No,Valid
PFXC-001340,TXN-0005698,2026-03-29T11:57:39,Web,Standard,2026-01-29T23:55:39,Card Purchase,146.00,Digital Services,Failed Payment,Neutral,Partial,2,Standard,Technical Support,Resolved,2026-03-30T04:06:32,2026-04-02T23:25:27,120,0,1,2,2,No,No,No,Full Refund,146.00,107.46,16.15,No,Valid
PFXC-001341,TXN-0012070,2025-03-07T18:28:03,Call Centre,Standard,2025-02-22T11:16:03,Direct Debit,97.56,Subscription,Delayed Refund,Positive,Complete,3,Low,Payment Operations,Resolved,2025-03-08T20:42:33,2025-03-10T09:06:22,168,2,0,1,2,No,No,No,Partial Refund,48.62,62.64,26.24,No,Valid
PFXC-001342,TXN-0009878,2026-05-04T08:25:55,Chat,Standard,2026-04-03T04:34:55,Card Purchase,68.31,Subscription,Merchant Non-confirmation,Neutral,Complete,4,Standard,Technical Support,Pending Merchant,2026-05-05T00:58:58,,120,1,0,1,2,No,No,No,Pending,0.00,,16.55,No,Valid
PFXC-001343,TXN-0010908,2026-03-08T20:42:00,Mobile,Standard,2026-02-07T23:53:00,Wallet Payment,66.74,Travel,Cash Withdrawal Dispute,Neutral,Complete,3,Standard,Customer Service,Cancelled,2026-03-09T12:15:37,2026-03-13T07:37:19,120,0,1,1,2,No,No,No,Customer Withdrawn,0.00,106.92,15.56,No,Valid
PFXC-001344,TXN-0009248,2026-04-21T02:16:41,Mobile,Standard,2026-02-22T02:19:41,Card Purchase,13.04,Subscription,Unauthorised Transaction,Neutral,Complete,3,Low,Fraud Review,Resolved,2026-04-22T13:24:39,2026-04-27T22:09:48,168,2,0,1,3,Yes,No,No,Fraud Referral,0.00,163.89,35.13,No,Valid
PFXC-001345,TXN-0006268,2025-04-18T18:47:16,Call Centre,Standard,2025-02-23T07:19:16,Bank Transfer,150.06,Other,Subscription Dispute,Frustrated,Complete,4,Standard,Customer Service,Resolved,2025-04-19T15:53:48,2025-04-24T15:08:26,120,3,0,4,0,No,Yes,Yes,Full Refund,150.06,140.35,21.11,Yes,Valid
PFXC-001346,TXN-0002331,2025-06-05T20:37:29,Mobile,Standard,2025-04-21T07:01:29,Card Purchase,78.91,Cash Withdrawal,Failed Payment,Frustrated,Complete,4,Standard,Complaints,Cancelled,2025-06-06T13:37:37,2025-06-08T17:40:01,120,2,0,2,3,No,No,Yes,Customer Withdrawn,0.00,69.04,17.00,No,Valid
PFXC-001347,TXN-0011810,2026-01-03T06:07:46,Web,Standard,2025-11-17T21:10:46,Bank Transfer,13.29,Digital Services,Duplicate Debit,Positive,Partial,2,Low,Payment Operations,Awaiting Evidence,2026-01-04T15:32:25,,168,2,1,1,3,No,No,No,Pending,0.00,,33.41,No,Valid
PFXC-001348,TXN-0005088,2025-05-05T14:31:42,Mobile,Standard,2025-04-28T15:23:42,Direct Debit,63.68,Subscription,Failed Payment,Frustrated,Complete,2,Standard,Technical Support,Rejected,2025-05-06T08:07:02,2025-05-06T17:39:51,120,1,0,2,1,No,No,No,No Refund,0.00,27.14,17.59,No,Valid
PFXC-001349,TXN-0009533,2026-03-18T20:41:01,Chat,Standard,2026-02-04T16:04:01,Bank Transfer,54.56,Other,Unauthorised Transaction,Frustrated,Complete,2,Standard,Fraud Review,Awaiting Evidence,2026-03-19T14:41:43,,120,2,1,2,3,Yes,No,No,Pending,0.00,,18.01,No,Valid
PFXC-001350,TXN-0011932,2025-09-21T04:34:34,Web,Standard,2025-09-08T03:08:34,Bank Transfer,302.72,Subscription,Duplicate Debit,Positive,Complete,2,Standard,Payment Operations,Resolved,2025-09-21T22:36:31,2025-09-22T23:34:48,120,1,0,1,2,No,Yes,No,Full Refund,302.72,43.00,18.03,No,Valid
PFXC-001351,TXN-0010438,2025-08-06T03:42:11,Web,Standard,2025-07-10T19:31:11,Bank Transfer,26.51,Subscription,Delayed Refund,Frustrated,Complete,3,Standard,Payment Operations,Resolved,2025-08-06T20:07:37,2025-08-11T17:27:21,120,2,0,4,3,No,Yes,No,Full Refund,26.51,133.75,16.42,Yes,Valid
PFXC-001352,TXN-0004758,2025-04-26T23:17:31,Call Centre,Standard,2025-04-04T18:06:31,Bank Transfer,22.03,Digital Services,Duplicate Debit,Frustrated,Complete,2,Low,Payment Operations,Resolved,2025-04-28T03:03:22,2025-04-29T02:46:47,168,2,0,2,2,No,No,No,Full Refund,22.03,51.49,27.76,No,Valid
PFXC-001353,TXN-0002548,2026-03-27T07:45:44,Mobile,Standard,2026-03-02T05:33:44,Card Purchase,30.04,Cash Withdrawal,Merchant Non-confirmation,Frustrated,Complete,3,Standard,Fraud Review,Resolved,2026-03-28T01:52:22,2026-04-04T07:09:16,120,4,0,2,2,Yes,No,No,Full Refund,30.04,191.39,18.11,Yes,Valid
PFXC-001354,TXN-0010139,2025-10-20T19:09:05,Email,Standard,2025-10-15T17:13:05,Cash Withdrawal,38.70,Travel,Delayed Refund,Frustrated,Complete,4,Standard,Payment Operations,Resolved,2025-10-21T21:41:01,2025-10-26T00:31:36,120,2,0,3,3,No,No,Yes,Full Refund,38.70,125.38,26.53,Yes,Valid
PFXC-001355,TXN-0009651,2025-04-13T18:07:02,Mobile,Standard,2025-04-05T15:53:02,Direct Debit,80.48,Subscription,Duplicate Debit,Frustrated,Complete,3,Standard,Payment Operations,Cancelled,2025-04-14T10:33:24,2025-04-14T22:05:26,120,1,0,2,3,No,No,No,Duplicate Case,0.00,27.97,16.44,No,Valid
PFXC-001356,TXN-0002089,2026-03-04T00:49:24,Web,Assisted Digital,2026-01-14T10:54:24,Cash Withdrawal,82.05,Retail,Duplicate Debit,Neutral,Partial,2,Low,Payment Operations,Resolved,2026-03-05T11:35:32,2026-03-06T21:59:43,168,1,1,1,1,No,No,No,Partial Refund,32.57,69.17,34.77,No,Valid
PFXC-001357,TXN-0010774,2025-04-18T03:55:35,Mobile,Assisted Digital,2025-03-20T10:52:35,Card Purchase,101.80,Travel,Other,Neutral,Complete,4,Standard,Fraud Review,In Investigation,2025-04-18T22:25:45,,120,3,1,1,5,Yes,No,No,Pending,0.00,,18.50,No,Valid
PFXC-001358,TXN-0002635,2025-10-26T12:43:35,Email,Assisted Digital,2025-09-08T01:46:35,Bank Transfer,21.44,Other,Failed Payment,Frustrated,Complete,3,Standard,Fraud Review,Rejected,2025-10-27T11:42:04,2025-10-31T01:29:31,120,2,1,2,3,Yes,No,Yes,No Refund,0.00,108.77,22.97,No,Valid
PFXC-001359,TXN-0012037,2025-02-09T06:58:05,Mobile,Standard,2024-12-22T02:30:05,Card Purchase,82.58,Other,Merchant Non-confirmation,Frustrated,Partial,1,Standard,Technical Support,Resolved,2025-02-10T02:27:45,2025-02-17T06:21:49,120,3,2,6,4,No,No,No,Full Refund,82.58,191.40,19.49,Yes,Valid
PFXC-001360,TXN-0008790,2025-10-01T17:58:06,Call Centre,Standard,2025-09-30T01:33:06,Card Purchase,26.83,Digital Services,Failed Payment,Frustrated,Complete,2,Low,Fraud Review,Rejected,2025-10-02T14:00:31,2025-10-07T11:36:37,168,2,0,1,3,Yes,No,No,No Refund,0.00,137.64,20.04,No,Valid
PFXC-001361,TXN-0003764,2025-02-15T20:05:21,Web,Standard,2025-02-02T12:53:21,Direct Debit,66.39,Retail,Failed Payment,Frustrated,Complete,3,Low,Technical Support,Resolved,2025-02-17T10:38:29,2025-02-19T16:17:31,168,0,1,2,2,No,No,No,Full Refund,66.39,92.20,38.55,No,Valid
PFXC-001362,TXN-0010282,2026-02-11T03:17:25,Chat,Standard,2025-12-21T00:06:25,Card Purchase,35.36,Other,Unauthorised Transaction,Frustrated,Partial,1,Standard,Fraud Review,Rejected,2026-02-11T19:25:27,2026-02-20T01:41:35,120,4,1,3,4,Yes,No,No,No Refund,0.00,214.40,16.13,Yes,Valid
PFXC-001363,TXN-0010460,2025-04-09T19:21:08,Web,Standard,2025-03-11T18:34:08,Card Purchase,154.88,Retail,Unauthorised Transaction,Frustrated,Partial,1,High,Fraud Review,In Triage,2025-04-10T08:26:51,,72,3,0,2,3,Yes,No,Yes,Pending,0.00,,13.10,No,Valid
PFXC-001364,TXN-0004505,2026-01-11T02:36:33,Email,Standard,2025-12-15T04:54:33,Card Purchase,34.56,Other,Failed Payment,Frustrated,Partial,2,Standard,Technical Support,Resolved,2026-01-11T16:28:31,2026-01-16T03:47:23,120,0,0,2,3,No,No,No,Full Refund,34.56,121.18,13.87,Yes,Valid
PFXC-001365,TXN-0007816,2025-02-17T04:22:00,Web,Standard,2025-02-14T01:59:00,Direct Debit,254.18,Subscription,Merchant Non-confirmation,Positive,Complete,4,Standard,Technical Support,Cancelled,2025-02-18T00:57:17,2025-02-22T02:31:31,120,1,0,1,3,No,No,No,Customer Withdrawn,0.00,118.16,20.59,No,Valid
PFXC-001366,TXN-0010710,2025-05-29T15:22:34,Call Centre,Standard,2025-04-22T14:44:34,Wallet Payment,10.31,Retail,Merchant Non-confirmation,Frustrated,Partial,1,Low,Technical Support,Resolved,2025-05-30T18:52:28,2025-06-04T10:45:28,168,1,0,1,1,No,Yes,Yes,Full Refund,10.31,139.38,27.50,No,Valid
PFXC-001367,TXN-0001839,2026-05-12T06:19:17,Mobile,Standard,2026-04-18T11:27:17,Direct Debit,96.51,Digital Services,Unauthorised Transaction,Frustrated,Partial,1,High,Customer Service,Resolved,2026-05-13T04:04:25,2026-05-17T17:04:24,72,1,1,3,1,No,No,No,Full Refund,96.51,130.75,21.75,Yes,Valid
PFXC-001368,TXN-0009186,2025-03-13T10:03:44,Mobile,Standard,2025-02-09T16:34:44,Bank Transfer,43.40,Digital Services,Cash Withdrawal Dispute,Distressed,Partial,1,Standard,Refund Approval,Resolved,2025-03-14T01:56:14,2025-03-19T03:02:21,120,3,1,2,4,No,No,No,Full Refund,43.40,136.98,15.88,Yes,Valid
PFXC-001369,TXN-0011519,2025-12-18T13:43:59,Mobile,Standard,2025-12-14T04:53:59,Card Purchase,130.71,Digital Services,Merchant Non-confirmation,Frustrated,Missing,0,Low,Technical Support,Rejected,2025-12-19T20:52:08,2025-12-25T17:43:42,168,1,1,3,3,No,No,No,No Refund,0.00,172.00,31.14,Yes,Valid
PFXC-001370,TXN-0006659,2025-09-24T14:40:21,Mobile,Standard,2025-09-13T20:08:21,Direct Debit,133.83,Utilities,Unauthorised Transaction,Frustrated,Partial,2,High,Customer Service,Rejected,2025-09-24T21:15:55,2025-09-29T14:04:52,72,1,2,2,2,No,No,No,No Refund,0.00,119.41,6.59,Yes,Valid
PFXC-001371,TXN-0002024,2025-02-24T04:02:06,Email,Standard,2025-02-11T05:24:06,Wallet Payment,89.13,Utilities,Subscription Dispute,Neutral,Complete,2,Low,Customer Service,Resolved,2025-02-25T10:36:37,2025-02-26T16:06:32,168,0,1,1,3,No,No,No,Partial Refund,29.91,60.07,30.58,No,Valid
PFXC-001372,TXN-0006675,2025-06-26T13:39:31,Chat,Assisted Digital,2025-05-04T19:13:31,Card Purchase,97.44,Retail,Duplicate Debit,Neutral,Complete,2,Standard,Refund Approval,Resolved,2025-06-27T12:01:38,2025-06-28T23:33:26,120,1,0,1,5,No,No,No,Full Refund,97.44,57.90,22.37,No,Valid
PFXC-001373,TXN-0005880,2025-07-08T21:35:07,Mobile,Standard,2025-05-29T11:34:07,Direct Debit,22.41,Retail,Unauthorised Transaction,Frustrated,Complete,3,Low,Customer Service,Rejected,2025-07-10T01:20:19,2025-07-14T23:08:10,168,2,1,2,5,No,No,No,No Refund,0.00,145.55,27.75,No,Valid
PFXC-001374,TXN-0003722,2026-01-13T03:28:03,Mobile,Standard,2025-11-15T07:45:03,Card Purchase,322.27,Utilities,Unauthorised Transaction,Frustrated,Missing,0,High,Customer Service,Resolved,2026-01-13T10:10:46,2026-01-19T11:35:01,72,1,0,2,3,No,No,No,Fraud Referral,0.00,152.12,6.71,Yes,Valid
PFXC-001375,TXN-0009439,2025-01-10T12:45:22,Chat,Standard,2025-01-03T14:29:22,Card Purchase,32.66,Cash Withdrawal,Subscription Dispute,Distressed,Partial,2,Low,Customer Service,Rejected,2025-01-11T16:39:08,2025-01-19T09:26:59,168,2,1,4,2,No,No,No,No Refund,0.00,212.69,27.90,Yes,Valid
PFXC-001376,TXN-0007241,2026-01-31T06:24:32,Web,Standard,2025-12-02T17:40:32,Direct Debit,8.96,Subscription,Duplicate Debit,Positive,Complete,3,Standard,Payment Operations,Resolved,2026-02-01T01:48:54,2026-02-01T08:43:23,120,0,0,0,3,No,No,No,Full Refund,8.96,26.31,19.41,No,Valid
PFXC-001377,TXN-0005378,2026-04-25T06:07:09,Web,Assisted Digital,2026-04-21T07:08:09,Card Purchase,35.74,Utilities,Merchant Non-confirmation,Frustrated,Complete,3,Low,Technical Support,Rejected,2026-04-26T06:51:56,2026-04-30T23:55:43,168,1,0,3,5,No,Yes,No,No Refund,0.00,137.81,24.75,No,Valid
PFXC-001378,TXN-0001947,2025-09-07T04:59:37,Web,Standard,2025-08-03T17:50:37,Wallet Payment,24.23,Digital Services,Delayed Refund,Neutral,Complete,3,Low,Payment Operations,Resolved,2025-09-08T13:35:31,2025-09-09T22:15:42,168,1,0,1,2,No,No,No,Partial Refund,6.66,65.27,32.60,No,Valid
PFXC-001379,TXN-0002370,2025-10-16T19:55:21,Mobile,Standard,2025-09-14T03:54:21,Card Purchase,163.46,Digital Services,Merchant Non-confirmation,Frustrated,Complete,2,Standard,Technical Support,Rejected,2025-10-17T13:10:42,2025-10-21T05:51:53,120,2,0,3,1,No,No,Yes,No Refund,0.00,105.94,17.26,No,Valid
PFXC-001380,TXN-0005698,2025-08-05T21:35:48,Call Centre,Standard,2025-07-20T20:29:48,Card Purchase,23.24,Retail,Failed Payment,Neutral,Partial,1,Low,Refund Approval,Resolved,2025-08-07T00:15:46,2025-08-12T04:43:40,168,1,0,0,2,No,No,No,Full Refund,23.24,151.13,26.67,No,Valid
PFXC-001381,TXN-0006923,2025-12-28T01:29:59,Web,Standard,2025-10-29T02:36:59,Bank Transfer,30.13,Subscription,Duplicate Debit,Distressed,Partial,2,Standard,Payment Operations,Rejected,2025-12-28T20:21:02,2026-01-01T04:19:31,120,0,2,2,1,No,Yes,Yes,No Refund,0.00,98.83,18.85,No,Valid
PFXC-001382,TXN-0010895,2026-03-31T17:42:30,Web,Standard,2026-02-07T15:42:30,Card Purchase,150.43,Cash Withdrawal,Duplicate Debit,Frustrated,Partial,2,Standard,Fraud Review,Resolved,2026-04-01T14:38:59,2026-04-06T23:41:52,120,3,1,3,2,Yes,Yes,No,Full Refund,150.43,149.99,20.94,Yes,Valid
PFXC-001383,TXN-0005645,2026-03-07T21:26:12,Mobile,Standard,2026-02-16T14:59:12,Wallet Payment,456.33,Digital Services,Merchant Non-confirmation,Frustrated,Partial,2,Standard,Technical Support,Resolved,2026-03-08T22:39:49,2026-03-14T03:30:23,120,2,2,3,2,No,Yes,No,Full Refund,456.33,150.07,25.23,Yes,Valid
PFXC-001384,TXN-0008817,2025-10-28T03:34:02,Chat,Standard,2025-10-14T04:29:02,Card Purchase,151.50,Other,Delayed Refund,Distressed,Partial,2,Standard,Payment Operations,Rejected,2025-10-29T00:38:10,2025-11-03T05:08:23,120,0,1,3,6,No,No,Yes,No Refund,0.00,145.57,21.07,Yes,Valid
PFXC-001385,TXN-0005109,2025-11-13T04:04:19,Mobile,Standard,2025-11-11T09:45:19,Card Purchase,91.29,Retail,Cash Withdrawal Dispute,Distressed,Partial,1,Standard,Customer Service,Rejected,2025-11-13T22:55:28,2025-11-19T01:00:57,120,1,0,2,2,No,Yes,Yes,No Refund,0.00,140.94,18.85,Yes,Valid
PFXC-001386,TXN-0003899,2025-11-29T23:49:55,Web,Standard,2025-11-14T03:21:55,Card Purchase,12.03,Subscription,Incorrect Amount,Frustrated,Missing,0,Standard,Payment Operations,Rejected,2025-11-30T12:17:42,2025-12-06T11:00:18,120,2,1,5,2,No,No,No,No Refund,0.00,155.17,12.46,Yes,Valid
PFXC-001387,TXN-0000293,2025-01-03T16:59:09,Email,Standard,2024-11-19T23:26:09,Card Purchase,229.94,Cash Withdrawal,Subscription Dispute,Frustrated,Complete,4,Standard,Customer Service,Resolved,2025-01-04T06:03:06,2025-01-07T20:02:48,120,1,0,2,4,No,No,No,Full Refund,229.94,99.06,13.07,No,Valid
PFXC-001388,TXN-0009375,2025-10-03T07:00:54,Mobile,Standard,2025-08-17T00:50:54,Bank Transfer,184.61,Retail,Incorrect Amount,Distressed,Partial,2,Standard,Payment Operations,Rejected,2025-10-04T04:35:13,2025-10-08T09:44:19,120,3,1,4,3,No,Yes,No,No Refund,0.00,122.72,21.57,Yes,Valid
PFXC-001389,TXN-0004052,2026-05-02T23:05:20,Web,Standard,2026-04-30T00:58:20,Direct Debit,130.55,Travel,Failed Payment,Positive,Complete,4,Standard,Technical Support,In Triage,2026-05-03T19:25:20,,120,0,0,1,1,No,No,No,Pending,0.00,,20.33,No,Valid
PFXC-001390,TXN-0001440,2025-04-29T20:46:07,Mobile,Standard,2025-03-06T16:58:07,Card Purchase,19.39,Retail,Other,Frustrated,Partial,2,Standard,Fraud Review,Pending Customer,2025-04-30T08:57:46,,120,4,1,3,2,Yes,Yes,No,Pending,0.00,,12.19,No,Valid
PFXC-001391,TXN-0001444,2025-03-01T20:58:15,Mobile,Assisted Digital,2025-01-29T18:45:15,Direct Debit,15.67,Digital Services,Failed Payment,Positive,Partial,1,Standard,Technical Support,Rejected,2025-03-03T01:29:05,2025-03-05T19:29:47,120,2,0,1,2,No,No,No,No Refund,0.00,94.53,28.51,No,Valid
PFXC-001392,TXN-0010952,2025-08-07T21:35:52,Call Centre,Standard,2025-07-01T23:51:52,Bank Transfer,124.44,Travel,Unauthorised Transaction,Frustrated,Complete,3,Standard,Customer Service,Resolved,2025-08-08T20:56:39,2025-08-13T08:39:09,120,3,0,3,4,No,No,No,Full Refund,124.44,131.05,23.35,Yes,Valid
PFXC-001393,TXN-0009492,2025-02-07T04:23:16,Chat,Standard,2024-12-16T14:52:16,Card Purchase,172.03,Cash Withdrawal,Delayed Refund,Frustrated,Complete,3,Low,Fraud Review,Resolved,2025-02-08T12:13:53,2025-02-14T04:42:27,168,2,0,4,3,Yes,Yes,No,Fraud Referral,0.00,168.32,31.84,Yes,Valid
PFXC-001394,TXN-0005773,2026-01-01T16:31:17,Mobile,Standard,2025-11-02T10:58:17,Card Purchase,39.85,Utilities,Failed Payment,Frustrated,Partial,2,Standard,Complaints,Rejected,2026-01-02T21:02:16,2026-01-05T06:56:06,120,3,1,3,1,No,No,Yes,No Refund,0.00,86.41,28.52,No,Valid
PFXC-001395,TXN-0004999,2025-09-14T08:15:56,Email,Standard,2025-07-19T16:28:56,Wallet Payment,47.41,Travel,Failed Payment,Neutral,Complete,3,Standard,Technical Support,Resolved,2025-09-15T03:57:33,2025-09-16T22:12:18,120,2,0,0,1,No,No,No,Full Refund,47.41,61.94,19.69,No,Valid
PFXC-001396,TXN-0007417,2025-09-20T16:32:37,Mobile,Standard,2025-07-22T17:21:37,Direct Debit,50.53,Subscription,Subscription Dispute,Frustrated,Partial,2,Standard,Customer Service,Pending Approval,2025-09-21T02:29:48,,120,4,1,3,2,No,No,No,Pending,0.00,,9.95,No,Valid
PFXC-001397,TXN-0009596,2025-07-11T05:00:31,Chat,Vulnerable Support,2025-05-26T04:06:31,Bank Transfer,57.81,Utilities,Merchant Non-confirmation,Positive,Complete,2,Standard,Refund Approval,Resolved,2025-07-12T02:46:45,2025-07-14T17:50:31,120,1,1,1,3,No,No,Yes,Full Refund,57.81,84.83,21.77,No,Valid
PFXC-001398,TXN-0005605,2025-07-23T08:49:31,Call Centre,Standard,2025-07-08T05:41:31,Bank Transfer,26.86,Retail,Delayed Refund,Distressed,Partial,1,Low,Payment Operations,Resolved,2025-07-24T17:29:00,2025-07-29T01:16:58,168,1,1,2,1,No,No,No,Full Refund,26.86,136.46,32.66,No,Valid
PFXC-001399,TXN-0000478,2026-03-20T08:44:31,Mobile,Standard,2026-03-10T16:44:31,Bank Transfer,38.75,Travel,Duplicate Debit,Frustrated,Missing,0,Low,Refund Approval,Resolved,2026-03-21T11:30:03,2026-03-26T09:17:08,168,1,2,1,3,No,No,No,Partial Refund,14.43,144.54,26.76,No,Valid
PFXC-001400,TXN-0009754,2026-04-03T10:37:09,Mobile,Standard,2026-03-24T00:25:09,Card Purchase,34.80,Cash Withdrawal,Subscription Dispute,Frustrated,Missing,0,Standard,Customer Service,Resolved,2026-04-03T21:33:37,2026-04-10T05:38:27,120,1,1,3,3,No,No,Yes,Full Refund,34.80,163.02,10.94,Yes,Valid
PFXC-001401,TXN-0008834,2025-08-23T17:54:33,Call Centre,Standard,2025-07-19T21:55:33,Card Purchase,465.37,Digital Services,Failed Payment,Neutral,Complete,3,Standard,Technical Support,Rejected,2025-08-24T21:34:29,2025-08-27T15:17:20,120,1,0,1,1,No,No,No,No Refund,0.00,93.38,27.67,No,Valid
PFXC-001402,TXN-0000247,2025-01-07T06:31:19,Web,Standard,2024-12-31T05:37:19,Wallet Payment,64.98,Utilities,Cash Withdrawal Dispute,Distressed,Complete,3,Standard,Customer Service,Resolved,2025-01-08T02:00:59,2025-01-12T08:54:03,120,2,0,3,3,No,Yes,Yes,Full Refund,64.98,122.38,19.49,Yes,Valid
PFXC-001403,TXN-0010609,2025-07-22T21:52:53,Web,Standard,2025-07-14T04:42:53,Bank Transfer,41.74,Retail,Delayed Refund,Neutral,Missing,0,Low,Payment Operations,In Investigation,2025-07-23T19:59:13,,168,0,0,0,1,No,No,No,Pending,0.00,,22.11,No,Valid
PFXC-001404,TXN-0003063,2025-10-13T22:28:27,Chat,Standard,2025-10-04T03:49:27,Direct Debit,31.04,Retail,Cash Withdrawal Dispute,Frustrated,Complete,3,High,Fraud Review,Resolved,2025-10-14T06:39:21,2025-10-21T17:57:15,72,3,1,3,2,Yes,No,Yes,Full Refund,31.04,187.48,8.18,Yes,Valid
PFXC-001405,TXN-0007881,2025-02-03T08:20:25,Email,Standard,2025-01-20T07:52:25,Bank Transfer,38.38,Retail,Unauthorised Transaction,Distressed,Missing,0,High,Fraud Review,Resolved,2025-02-03T16:20:03,2025-02-12T07:46:25,72,2,0,3,2,Yes,No,No,Fraud Referral,0.00,215.43,7.99,Yes,Valid
PFXC-001406,TXN-0001326,2025-12-05T04:58:06,Mobile,Assisted Digital,2025-10-27T00:19:06,Card Purchase,149.63,Utilities,Merchant Non-confirmation,Neutral,Complete,3,Standard,Technical Support,Resolved,2025-12-05T16:01:03,2025-12-10T03:19:57,120,2,0,2,4,No,No,No,Full Refund,149.63,118.36,11.05,No,Valid
PFXC-001407,TXN-0004177,2026-06-25T00:33:15,Chat,Standard,2026-05-23T11:51:15,Card Purchase,146.91,Retail,Failed Payment,Frustrated,Complete,2,Low,Refund Approval,Resolved,2026-06-26T08:49:05,2026-06-29T19:32:45,168,2,1,3,3,No,No,No,Full Refund,146.91,114.99,32.26,No,Valid
PFXC-001408,TXN-0010903,2025-07-14T11:48:37,Call Centre,Standard,2025-07-01T08:23:37,Card Purchase,99.73,Retail,Cash Withdrawal Dispute,Distressed,Complete,4,Standard,Fraud Review,Resolved,2025-07-14T23:29:58,2025-07-22T12:27:20,120,3,0,3,3,Yes,No,No,Full Refund,99.73,192.65,11.69,Yes,Valid
PFXC-001409,TXN-0002359,2025-08-02T17:25:45,Email,Standard,2025-06-08T04:38:45,Card Purchase,254.15,Utilities,Unauthorised Transaction,Distressed,Complete,4,High,Fraud Review,Resolved,2025-08-03T01:20:54,2025-08-11T14:10:39,72,4,0,3,3,Yes,Yes,No,Fraud Referral,0.00,212.75,7.92,Yes,Valid
