evidence_id,case_id,evidence_type,submitted_by,received_datetime,file_format,completeness_status,review_outcome,sensitive_data_flag,security_scan_result
EVD-00003030,PFXC-001241,Bank Statement,Customer,2025-08-19T03:15:19,JPG,Complete,Accepted,No,Passed
EVD-00003031,PFXC-001241,Screenshot,Operations,2025-08-18T18:32:50,PDF,Complete,Accepted,Yes,Passed
EVD-00003032,PFXC-001243,Screenshot,Customer,2026-07-03T08:32:52,PDF,Complete,Accepted,No,Passed
EVD-00003033,PFXC-001243,Bank Statement,Customer,2026-07-02T06:06:17,PDF,Incomplete,Further Evidence Required,Yes,Passed
EVD-00003034,PFXC-001244,Screenshot,Customer,2025-05-22T02:48:16,PNG,Complete,Accepted,No,Passed
EVD-00003035,PFXC-001244,Receipt,Operations,2025-05-24T03:06:44,PNG,Complete,Accepted,No,Passed
EVD-00003036,PFXC-001244,Receipt,Customer,2025-05-22T03:17:40,PNG,Complete,Accepted,No,Not Applicable
EVD-00003037,PFXC-001245,Screenshot,Customer,2025-10-04T04:35:59,Other,Complete,Accepted,No,Passed
EVD-00003038,PFXC-001245,Other,Customer,2025-10-02T18:58:52,PDF,Complete,Further Evidence Required,No,Passed
EVD-00003039,PFXC-001245,Receipt,Customer,2025-10-03T13:39:47,PDF,Complete,Accepted,Yes,Passed
EVD-00003040,PFXC-001245,Screenshot,Operations,2025-10-03T19:45:31,PDF,Complete,Accepted,No,Passed
EVD-00003041,PFXC-001246,Receipt,Customer,2025-09-03T04:21:58,PDF,Complete,Accepted,No,Passed
EVD-00003042,PFXC-001246,Identity Evidence,Customer,2025-09-03T19:11:26,PNG,Complete,Accepted,No,Passed
EVD-00003043,PFXC-001247,Merchant Communication,Customer,2026-03-14T10:46:56,PNG,Complete,Further Evidence Required,No,Failed
EVD-00003044,PFXC-001247,Bank Statement,Customer,2026-03-15T10:21:55,JPG,Complete,Accepted,Yes,Passed
EVD-00003045,PFXC-001249,Merchant Communication,Customer,2025-04-30T19:27:43,JPG,Complete,Accepted,No,Failed
EVD-00003046,PFXC-001249,Receipt,Customer,2025-05-02T10:11:08,JPG,Complete,Accepted,No,Passed
EVD-00003047,PFXC-001250,Merchant Communication,Customer,2025-02-14T23:32:08,PNG,Complete,Accepted,No,Passed
EVD-00003048,PFXC-001250,Other,Customer,2025-02-15T05:25:38,PDF,Incomplete,Further Evidence Required,No,Passed
EVD-00003049,PFXC-001250,Bank Statement,Customer,2025-02-15T10:57:59,PNG,Complete,Further Evidence Required,No,Not Applicable
EVD-00003050,PFXC-001250,Receipt,Customer,2025-02-15T02:53:20,Other,Complete,Accepted,No,Passed
EVD-00003051,PFXC-001251,Merchant Communication,Customer,2025-10-19T00:01:02,PDF,Incomplete,Further Evidence Required,No,Not Applicable
EVD-00003052,PFXC-001251,Bank Statement,Customer,2025-10-18T21:14:48,PNG,Incomplete,Rejected,No,Not Applicable
EVD-00003053,PFXC-001252,Receipt,Customer,2025-09-03T18:33:08,PNG,Complete,Accepted,No,Passed
EVD-00003054,PFXC-001252,Bank Statement,Customer,2025-09-03T03:26:51,PDF,Complete,Accepted,No,Passed
EVD-00003055,PFXC-001253,Other,Customer,2025-08-30T02:07:10,PDF,Incomplete,Rejected,No,Passed
EVD-00003056,PFXC-001253,Screenshot,Customer,2025-08-28T16:58:00,PDF,Complete,Accepted,No,Passed
EVD-00003057,PFXC-001253,Bank Statement,Customer,2025-08-27T21:15:32,PDF,Complete,Accepted,No,Not Applicable
EVD-00003058,PFXC-001253,Bank Statement,Customer,2025-08-28T20:37:48,Other,Complete,Accepted,No,Not Applicable
EVD-00003059,PFXC-001254,Bank Statement,Merchant,2025-04-25T04:46:38,Other,Complete,Accepted,No,Passed
EVD-00003060,PFXC-001254,Receipt,Customer,2025-04-24T21:23:45,Other,Complete,Further Evidence Required,No,Passed
EVD-00003061,PFXC-001255,Bank Statement,Customer,2025-11-01T14:59:22,PDF,Complete,Accepted,No,Passed
EVD-00003062,PFXC-001255,Bank Statement,Customer,2025-11-01T10:19:54,PDF,Complete,Accepted,No,Passed
EVD-00003063,PFXC-001255,Receipt,Customer,2025-11-01T04:30:34,JPG,Complete,Accepted,No,Passed
EVD-00003064,PFXC-001256,Merchant Communication,Customer,2026-01-25T14:56:04,PDF,Complete,Accepted,No,Passed
EVD-00003065,PFXC-001256,Bank Statement,Customer,2026-01-24T11:52:54,PDF,Complete,Accepted,No,Passed
EVD-00003066,PFXC-001256,Bank Statement,Customer,2026-01-24T08:45:11,PDF,Complete,Accepted,No,Passed
EVD-00003067,PFXC-001258,Bank Statement,Customer,2025-12-05T19:36:36,PNG,Complete,Accepted,No,Passed
EVD-00003068,PFXC-001258,Other,Customer,2025-12-05T14:47:54,PDF,Complete,Accepted,Yes,Passed
EVD-00003069,PFXC-001258,Screenshot,Customer,2025-12-05T18:32:44,JPG,Complete,Accepted,No,Passed
EVD-00003070,PFXC-001259,Merchant Communication,Customer,2025-12-11T08:46:53,PDF,Incomplete,Further Evidence Required,No,Passed
EVD-00003071,PFXC-001259,Receipt,Operations,2025-12-12T17:18:29,CSV,Complete,Accepted,No,Passed
EVD-00003072,PFXC-001259,Receipt,Merchant,2025-12-12T03:21:15,Other,Complete,Accepted,No,Passed
EVD-00003073,PFXC-001259,Merchant Communication,Customer,2025-12-11T05:10:02,PDF,Complete,Accepted,Yes,Passed
EVD-00003074,PFXC-001260,Other,Merchant,2025-05-26T03:30:27,CSV,Complete,Accepted,No,Passed
EVD-00003075,PFXC-001260,Other,Customer,2025-05-25T14:13:05,Other,Complete,Accepted,No,Passed
EVD-00003076,PFXC-001260,Receipt,Operations,2025-05-26T17:41:17,PDF,Complete,Accepted,No,Passed
EVD-00003077,PFXC-001261,Merchant Communication,Customer,2025-12-19T07:12:08,PDF,Complete,Accepted,No,Passed
EVD-00003078,PFXC-001261,Screenshot,Customer,2025-12-19T13:51:06,PNG,Incomplete,Further Evidence Required,No,Passed
EVD-00003079,PFXC-001262,Bank Statement,Customer,2025-11-21T02:00:27,PDF,Complete,Further Evidence Required,No,Passed
EVD-00003080,PFXC-001262,Bank Statement,Operations,2025-11-18T10:55:19,JPG,Complete,Accepted,Yes,Not Applicable
EVD-00003081,PFXC-001262,Screenshot,Customer,2025-11-19T03:41:59,PDF,Complete,Accepted,No,Not Applicable
EVD-00003082,PFXC-001262,Merchant Communication,Customer,2025-11-19T23:04:30,JPG,Complete,Further Evidence Required,No,Passed
EVD-00003083,PFXC-001263,Merchant Communication,Customer,2026-03-04T10:53:13,JPG,Unreadable,Further Evidence Required,No,Passed
EVD-00003084,PFXC-001263,Identity Evidence,Customer,2026-03-05T07:10:35,PNG,Complete,Accepted,No,Passed
EVD-00003085,PFXC-001263,Bank Statement,Customer,2026-03-04T12:29:07,JPG,Complete,Accepted,No,Passed
EVD-00003086,PFXC-001264,Bank Statement,Customer,2025-09-16T04:01:07,PNG,Complete,Accepted,No,Not Applicable
EVD-00003087,PFXC-001264,Bank Statement,Merchant,2025-09-16T05:44:33,PDF,Incomplete,Further Evidence Required,No,Passed
EVD-00003088,PFXC-001265,Receipt,Customer,2025-10-04T18:03:52,PDF,Complete,Accepted,Yes,Passed
EVD-00003089,PFXC-001265,Receipt,Merchant,2025-10-06T13:23:28,JPG,Complete,Accepted,No,Passed
EVD-00003090,PFXC-001265,Receipt,Merchant,2025-10-04T08:04:08,PNG,Complete,Accepted,No,Passed
EVD-00003091,PFXC-001265,Screenshot,Customer,2025-10-05T21:15:44,PDF,Incomplete,Further Evidence Required,No,Passed
EVD-00003092,PFXC-001266,Merchant Communication,Customer,2026-06-08T23:19:37,PDF,Complete,Accepted,No,Not Applicable
EVD-00003093,PFXC-001266,Identity Evidence,Merchant,2026-06-10T06:14:03,Other,Incomplete,Further Evidence Required,No,Passed
EVD-00003094,PFXC-001266,Screenshot,Customer,2026-06-09T01:34:43,PDF,Complete,Accepted,No,Passed
EVD-00003095,PFXC-001267,Bank Statement,Customer,2025-03-09T17:55:18,JPG,Complete,Accepted,No,Passed
EVD-00003096,PFXC-001267,Merchant Communication,Customer,2025-03-08T05:19:08,PDF,Complete,Accepted,No,Passed
EVD-00003097,PFXC-001268,Merchant Communication,Customer,2025-06-08T11:50:50,JPG,Complete,Accepted,No,Passed
EVD-00003098,PFXC-001269,Bank Statement,Customer,2025-02-15T21:38:16,PDF,Complete,Accepted,No,Passed
EVD-00003099,PFXC-001270,Screenshot,Customer,2025-08-14T21:46:39,Other,Complete,Accepted,Yes,Passed
EVD-00003100,PFXC-001270,Merchant Communication,Customer,2025-08-13T17:55:08,PDF,Complete,Accepted,No,Passed
EVD-00003101,PFXC-001271,Bank Statement,Customer,2025-12-06T23:33:54,PDF,Incomplete,Rejected,No,Passed
EVD-00003102,PFXC-001272,Merchant Communication,Customer,2026-06-30T06:34:59,CSV,Complete,Accepted,No,Not Applicable
EVD-00003103,PFXC-001272,Screenshot,Customer,2026-06-30T16:50:28,PNG,Complete,Accepted,Yes,Passed
EVD-00003104,PFXC-001273,Receipt,Operations,2026-06-21T09:46:13,PNG,Complete,Accepted,No,Passed
EVD-00003105,PFXC-001273,Merchant Communication,Customer,2026-06-21T04:40:13,PDF,Complete,Accepted,No,Passed
EVD-00003106,PFXC-001274,Receipt,Customer,2025-01-31T03:08:34,PDF,Unreadable,Rejected,No,Passed
EVD-00003107,PFXC-001274,Bank Statement,Customer,2025-01-31T22:47:11,JPG,Complete,Accepted,Yes,Passed
EVD-00003108,PFXC-001275,Other,Customer,2025-07-04T09:14:43,CSV,Complete,Accepted,No,Passed
EVD-00003109,PFXC-001275,Screenshot,Merchant,2025-07-02T10:26:26,JPG,Incomplete,Further Evidence Required,Yes,Passed
EVD-00003110,PFXC-001276,Bank Statement,Customer,2025-06-25T07:25:26,PDF,Unreadable,Further Evidence Required,No,Passed
EVD-00003111,PFXC-001276,Receipt,Customer,2025-06-25T10:12:58,PDF,Complete,Accepted,Yes,Passed
EVD-00003112,PFXC-001277,Merchant Communication,Customer,2025-01-05T00:34:02,PNG,Complete,Accepted,No,Passed
EVD-00003113,PFXC-001277,Merchant Communication,Customer,2025-01-06T19:54:11,PDF,Incomplete,Further Evidence Required,No,Passed
EVD-00003114,PFXC-001278,Bank Statement,Customer,2025-12-25T22:41:57,PNG,Complete,Accepted,Yes,Passed
EVD-00003115,PFXC-001278,Screenshot,Customer,2025-12-25T11:08:01,PNG,Complete,Accepted,No,Passed
EVD-00003116,PFXC-001279,Bank Statement,Customer,2026-05-31T10:19:02,PDF,Unreadable,Rejected,No,Passed
EVD-00003117,PFXC-001279,Merchant Communication,Customer,2026-06-01T16:09:43,JPG,Complete,Accepted,No,Passed
EVD-00003118,PFXC-001280,Screenshot,Merchant,2025-03-26T03:52:36,PDF,Incomplete,Further Evidence Required,No,Passed
EVD-00003119,PFXC-001280,Receipt,Customer,2025-03-25T17:12:59,Other,Complete,Accepted,No,Passed
EVD-00003120,PFXC-001280,Receipt,Merchant,2025-03-26T03:02:40,PDF,Unreadable,Further Evidence Required,No,Passed
EVD-00003121,PFXC-001280,Merchant Communication,Customer,2025-03-27T12:19:39,PDF,Complete,Accepted,No,Passed
EVD-00003122,PFXC-001281,Merchant Communication,Customer,2025-11-17T19:43:14,PDF,Complete,Accepted,No,Passed
EVD-00003123,PFXC-001281,Receipt,Customer,2025-11-17T16:35:53,JPG,Complete,Accepted,Yes,Passed
EVD-00003124,PFXC-001281,Receipt,Operations,2025-11-16T10:45:52,JPG,Complete,Accepted,No,Passed
EVD-00003125,PFXC-001281,Receipt,Customer,2025-11-17T00:23:26,PNG,Complete,Accepted,No,Passed
EVD-00003126,PFXC-001282,Bank Statement,Customer,2025-04-04T12:15:08,JPG,Complete,Accepted,No,Passed
EVD-00003127,PFXC-001282,Merchant Communication,Customer,2025-04-03T22:27:07,PNG,Unreadable,Further Evidence Required,Yes,Passed
EVD-00003128,PFXC-001282,Bank Statement,Customer,2025-04-03T09:49:03,PDF,Complete,Accepted,Yes,Passed
EVD-00003129,PFXC-001283,Bank Statement,Customer,2025-12-18T16:40:05,PDF,Unreadable,Further Evidence Required,No,Passed
EVD-00003130,PFXC-001283,Screenshot,Customer,2025-12-18T22:20:13,Other,Complete,Accepted,No,Passed
EVD-00003131,PFXC-001283,Identity Evidence,Merchant,2025-12-19T02:47:13,JPG,Incomplete,Rejected,No,Passed
EVD-00003132,PFXC-001284,Merchant Communication,Merchant,2026-04-14T09:58:39,PNG,Complete,Further Evidence Required,No,Passed
EVD-00003133,PFXC-001284,Identity Evidence,Customer,2026-04-15T06:11:03,PDF,Complete,Accepted,No,Passed
EVD-00003134,PFXC-001284,Screenshot,Customer,2026-04-15T21:55:40,PNG,Complete,Accepted,Yes,Passed
EVD-00003135,PFXC-001285,Screenshot,Operations,2025-09-12T08:54:04,CSV,Complete,Accepted,No,Passed
EVD-00003136,PFXC-001285,Screenshot,Operations,2025-09-14T03:17:13,JPG,Complete,Accepted,No,Passed
EVD-00003137,PFXC-001286,Screenshot,Merchant,2025-12-22T07:53:33,Other,Incomplete,Further Evidence Required,No,Passed
EVD-00003138,PFXC-001286,Merchant Communication,Merchant,2025-12-22T14:20:17,PDF,Unreadable,Further Evidence Required,No,Passed
EVD-00003139,PFXC-001287,Merchant Communication,Operations,2025-06-28T03:47:34,PDF,Complete,Accepted,No,Passed
EVD-00003140,PFXC-001287,Merchant Communication,Customer,2025-06-27T22:28:23,CSV,Complete,Accepted,No,Passed
EVD-00003141,PFXC-001287,Bank Statement,Customer,2025-06-28T03:13:11,PDF,Complete,Accepted,No,Passed
EVD-00003142,PFXC-001288,Receipt,Customer,2025-02-16T13:17:27,JPG,Incomplete,Rejected,No,Passed
EVD-00003143,PFXC-001288,Screenshot,Customer,2025-02-15T04:33:02,PNG,Complete,Accepted,Yes,Passed
EVD-00003144,PFXC-001288,Receipt,Customer,2025-02-16T20:42:48,PDF,Complete,Accepted,No,Passed
EVD-00003145,PFXC-001289,Merchant Communication,Customer,2025-12-25T00:16:34,PDF,Complete,Accepted,No,Passed
EVD-00003146,PFXC-001289,Bank Statement,Customer,2025-12-26T00:21:12,Other,Complete,Accepted,No,Passed
EVD-00003147,PFXC-001290,Identity Evidence,Customer,2026-02-04T13:37:29,PNG,Complete,Accepted,No,Passed
EVD-00003148,PFXC-001290,Receipt,Customer,2026-02-03T01:09:14,PDF,Complete,Accepted,Yes,Passed
EVD-00003149,PFXC-001290,Screenshot,Customer,2026-02-04T15:51:23,PDF,Complete,Accepted,No,Passed
EVD-00003150,PFXC-001290,Screenshot,Customer,2026-02-02T11:15:13,PNG,Complete,Accepted,No,Not Applicable
EVD-00003151,PFXC-001291,Bank Statement,Customer,2026-05-15T07:29:08,PNG,Complete,Further Evidence Required,No,Passed
EVD-00003152,PFXC-001291,Merchant Communication,Customer,2026-05-16T00:53:54,PDF,Incomplete,Further Evidence Required,No,Passed
EVD-00003153,PFXC-001291,Bank Statement,Customer,2026-05-15T20:05:17,PNG,Complete,Accepted,Yes,Passed
EVD-00003154,PFXC-001292,Bank Statement,Customer,2026-04-16T21:28:54,PNG,Incomplete,Further Evidence Required,No,Passed
EVD-00003155,PFXC-001293,Screenshot,Customer,2025-11-16T14:20:47,PDF,Incomplete,Rejected,No,Passed
EVD-00003156,PFXC-001293,Bank Statement,Customer,2025-11-15T05:53:14,JPG,Complete,Accepted,No,Passed
EVD-00003157,PFXC-001294,Receipt,Customer,2026-01-31T06:20:18,Other,Complete,Further Evidence Required,No,Passed
EVD-00003158,PFXC-001294,Identity Evidence,Operations,2026-02-01T04:33:04,PDF,Complete,Accepted,Yes,Passed
EVD-00003159,PFXC-001295,Bank Statement,Customer,2025-02-06T13:39:45,JPG,Complete,Accepted,No,Passed
EVD-00003160,PFXC-001295,Receipt,Customer,2025-02-06T07:10:29,PDF,Incomplete,Further Evidence Required,No,Passed
EVD-00003161,PFXC-001295,Bank Statement,Customer,2025-02-04T10:16:40,PNG,Complete,Accepted,No,Passed
EVD-00003162,PFXC-001296,Screenshot,Customer,2025-04-02T23:52:37,PDF,Complete,Accepted,Yes,Passed
EVD-00003163,PFXC-001296,Bank Statement,Customer,2025-04-03T03:09:40,PDF,Complete,Accepted,Yes,Passed
EVD-00003164,PFXC-001297,Bank Statement,Customer,2025-11-03T00:22:49,PDF,Complete,Further Evidence Required,No,Passed
EVD-00003165,PFXC-001299,Other,Operations,2025-07-08T06:48:44,PNG,Complete,Accepted,No,Passed
EVD-00003166,PFXC-001299,Screenshot,Customer,2025-07-06T16:36:52,PNG,Incomplete,Further Evidence Required,No,Passed
EVD-00003167,PFXC-001300,Merchant Communication,Customer,2025-10-31T07:30:26,PNG,Complete,Accepted,No,Passed
EVD-00003168,PFXC-001300,Merchant Communication,Customer,2025-10-31T04:58:04,PNG,Complete,Further Evidence Required,No,Passed
EVD-00003169,PFXC-001301,Receipt,Customer,2025-12-27T06:51:50,CSV,Complete,Accepted,No,Passed
EVD-00003170,PFXC-001301,Other,Customer,2025-12-28T02:05:28,PDF,Complete,Accepted,Yes,Passed
EVD-00003171,PFXC-001301,Receipt,Customer,2025-12-27T23:50:55,PDF,Complete,Accepted,Yes,Passed
EVD-00003172,PFXC-001302,Bank Statement,Customer,2026-03-31T21:47:09,PDF,Complete,Accepted,No,Passed
EVD-00003173,PFXC-001302,Merchant Communication,Operations,2026-03-30T19:33:37,PNG,Complete,Further Evidence Required,No,Passed
EVD-00003174,PFXC-001302,Other,Customer,2026-03-30T10:24:33,PDF,Complete,Accepted,No,Passed
EVD-00003175,PFXC-001303,Identity Evidence,Operations,2026-01-09T02:58:48,PDF,Complete,Further Evidence Required,No,Passed
EVD-00003176,PFXC-001303,Merchant Communication,Merchant,2026-01-07T23:47:10,PDF,Incomplete,Rejected,No,Passed
EVD-00003177,PFXC-001303,Screenshot,Operations,2026-01-10T18:23:48,JPG,Complete,Accepted,No,Passed
EVD-00003178,PFXC-001303,Screenshot,Customer,2026-01-08T00:56:25,PDF,Complete,Accepted,No,Passed
EVD-00003179,PFXC-001304,Receipt,Customer,2025-02-11T14:43:53,PDF,Complete,Further Evidence Required,No,Passed
EVD-00003180,PFXC-001304,Screenshot,Customer,2025-02-12T00:13:26,PDF,Incomplete,Further Evidence Required,No,Passed
EVD-00003181,PFXC-001305,Merchant Communication,Customer,2025-05-16T10:33:21,JPG,Complete,Accepted,No,Passed
EVD-00003182,PFXC-001305,Merchant Communication,Customer,2025-05-15T04:42:12,PDF,Complete,Further Evidence Required,No,Passed
EVD-00003183,PFXC-001305,Identity Evidence,Customer,2025-05-17T02:49:54,JPG,Complete,Accepted,No,Passed
EVD-00003184,PFXC-001306,Receipt,Customer,2026-05-28T12:57:58,JPG,Complete,Accepted,No,Passed
EVD-00003185,PFXC-001307,Bank Statement,Customer,2025-01-13T11:39:49,JPG,Complete,Further Evidence Required,No,Passed
EVD-00003186,PFXC-001307,Merchant Communication,Operations,2025-01-11T19:32:27,Other,Complete,Accepted,No,Passed
EVD-00003187,PFXC-001307,Identity Evidence,Customer,2025-01-13T12:53:23,PDF,Unreadable,Further Evidence Required,No,Passed
EVD-00003188,PFXC-001308,Identity Evidence,Customer,2025-10-19T22:55:10,PDF,Complete,Accepted,No,Passed
EVD-00003189,PFXC-001308,Receipt,Customer,2025-10-19T11:29:27,PDF,Complete,Accepted,Yes,Passed
EVD-00003190,PFXC-001308,Bank Statement,Customer,2025-10-20T14:21:11,JPG,Complete,Accepted,Yes,Passed
EVD-00003191,PFXC-001308,Screenshot,Customer,2025-10-19T17:22:59,PDF,Complete,Accepted,No,Passed
EVD-00003192,PFXC-001309,Screenshot,Merchant,2026-01-03T22:38:54,JPG,Unreadable,Rejected,No,Passed
EVD-00003193,PFXC-001309,Identity Evidence,Customer,2026-01-05T02:49:33,PDF,Complete,Accepted,No,Passed
EVD-00003194,PFXC-001309,Receipt,Customer,2026-01-06T03:43:54,JPG,Complete,Further Evidence Required,No,Passed
EVD-00003195,PFXC-001309,Receipt,Customer,2026-01-05T01:39:46,PNG,Incomplete,Further Evidence Required,Yes,Passed
EVD-00003196,PFXC-001310,Screenshot,Customer,2026-03-17T01:47:16,PDF,Incomplete,Further Evidence Required,Yes,Passed
EVD-00003197,PFXC-001310,Merchant Communication,Customer,2026-03-18T16:14:16,PDF,Complete,Accepted,No,Not Applicable
EVD-00003198,PFXC-001311,Receipt,Merchant,2025-04-06T08:43:21,PDF,Incomplete,Further Evidence Required,No,Failed
EVD-00003199,PFXC-001311,Screenshot,Customer,2025-04-07T02:01:15,PDF,Complete,Accepted,No,Passed
EVD-00003200,PFXC-001312,Merchant Communication,Merchant,2025-04-27T06:10:31,JPG,Complete,Accepted,No,Passed
EVD-00003201,PFXC-001312,Receipt,Customer,2025-04-28T14:41:57,PDF,Incomplete,Further Evidence Required,No,Passed
EVD-00003202,PFXC-001314,Bank Statement,Customer,2026-01-31T20:14:43,PNG,Complete,Accepted,No,Passed
EVD-00003203,PFXC-001314,Receipt,Customer,2026-01-31T23:35:18,CSV,Complete,Accepted,No,Passed
EVD-00003204,PFXC-001315,Screenshot,Customer,2025-02-01T05:14:11,PDF,Complete,Accepted,No,Passed
EVD-00003205,PFXC-001315,Screenshot,Customer,2025-02-01T04:54:50,PNG,Complete,Accepted,No,Passed
EVD-00003206,PFXC-001316,Screenshot,Customer,2025-07-22T10:49:52,JPG,Complete,Accepted,Yes,Passed
EVD-00003207,PFXC-001316,Bank Statement,Customer,2025-07-21T08:31:15,PDF,Incomplete,Rejected,No,Passed
EVD-00003208,PFXC-001317,Identity Evidence,Customer,2025-01-12T16:56:22,Other,Complete,Accepted,No,Failed
EVD-00003209,PFXC-001317,Merchant Communication,Customer,2025-01-12T19:30:58,JPG,Complete,Accepted,No,Passed
EVD-00003210,PFXC-001317,Receipt,Operations,2025-01-11T20:56:19,PDF,Incomplete,Further Evidence Required,No,Passed
EVD-00003211,PFXC-001318,Other,Customer,2026-04-22T06:50:19,PDF,Complete,Accepted,No,Passed
EVD-00003212,PFXC-001318,Bank Statement,Merchant,2026-04-23T02:27:49,PDF,Unreadable,Rejected,No,Passed
EVD-00003213,PFXC-001318,Receipt,Customer,2026-04-23T01:08:15,PDF,Complete,Accepted,No,Passed
EVD-00003214,PFXC-001318,Receipt,Customer,2026-04-22T21:29:45,PDF,Complete,Accepted,No,Passed
EVD-00003215,PFXC-001319,Receipt,Customer,2025-12-28T04:05:22,PDF,Complete,Accepted,No,Passed
EVD-00003216,PFXC-001319,Screenshot,Customer,2025-12-28T00:54:44,JPG,Complete,Accepted,No,Passed
EVD-00003217,PFXC-001319,Receipt,Customer,2025-12-28T17:27:56,PDF,Complete,Accepted,No,Passed
EVD-00003218,PFXC-001319,Receipt,Customer,2025-12-28T23:37:10,PDF,Complete,Accepted,No,Passed
EVD-00003219,PFXC-001320,Identity Evidence,Customer,2025-10-28T05:32:50,CSV,Complete,Accepted,No,Passed
EVD-00003220,PFXC-001320,Bank Statement,Merchant,2025-10-25T23:54:05,PDF,Complete,Accepted,No,Passed
EVD-00003221,PFXC-001320,Bank Statement,Operations,2025-10-27T18:36:43,JPG,Complete,Accepted,No,Passed
EVD-00003222,PFXC-001321,Other,Customer,2025-12-03T01:28:39,PNG,Complete,Accepted,No,Passed
EVD-00003223,PFXC-001321,Bank Statement,Customer,2025-12-03T06:13:33,PNG,Complete,Accepted,No,Passed
EVD-00003224,PFXC-001322,Receipt,Operations,2026-02-23T21:26:11,PNG,Complete,Accepted,No,Passed
EVD-00003225,PFXC-001322,Receipt,Customer,2026-02-23T05:12:16,PDF,Complete,Accepted,No,Passed
EVD-00003226,PFXC-001322,Merchant Communication,Customer,2026-02-24T08:25:34,Other,Complete,Accepted,No,Not Applicable
EVD-00003227,PFXC-001322,Screenshot,Customer,2026-02-24T09:52:06,PDF,Complete,Accepted,No,Passed
EVD-00003228,PFXC-001323,Screenshot,Customer,2025-06-07T00:47:13,PNG,Complete,Accepted,Yes,Passed
EVD-00003229,PFXC-001324,Bank Statement,Operations,2026-02-05T22:36:42,PDF,Complete,Accepted,No,Passed
EVD-00003230,PFXC-001324,Identity Evidence,Customer,2026-02-06T16:54:42,PDF,Complete,Accepted,Yes,Passed
EVD-00003231,PFXC-001326,Merchant Communication,Customer,2025-03-01T05:36:22,PDF,Complete,Further Evidence Required,No,Passed
EVD-00003232,PFXC-001326,Merchant Communication,Customer,2025-03-02T06:41:00,JPG,Complete,Further Evidence Required,No,Passed
EVD-00003233,PFXC-001326,Receipt,Customer,2025-03-03T09:24:43,PNG,Complete,Accepted,No,Passed
EVD-00003234,PFXC-001327,Screenshot,Customer,2026-05-12T06:13:21,PDF,Unreadable,Further Evidence Required,No,Passed
EVD-00003235,PFXC-001327,Screenshot,Customer,2026-05-10T02:13:32,PNG,Complete,Further Evidence Required,No,Passed
EVD-00003236,PFXC-001328,Screenshot,Customer,2025-12-02T06:55:55,PDF,Complete,Accepted,No,Passed
EVD-00003237,PFXC-001329,Receipt,Customer,2025-03-14T02:43:43,CSV,Complete,Accepted,No,Passed
EVD-00003238,PFXC-001329,Merchant Communication,Customer,2025-03-13T06:44:18,PNG,Complete,Accepted,No,Passed
EVD-00003239,PFXC-001329,Other,Customer,2025-03-12T17:48:05,PDF,Complete,Further Evidence Required,No,Passed
EVD-00003240,PFXC-001329,Identity Evidence,Customer,2025-03-12T19:13:30,PDF,Complete,Accepted,No,Passed
EVD-00003241,PFXC-001330,Bank Statement,Customer,2025-01-24T11:26:52,PDF,Incomplete,Rejected,No,Passed
EVD-00003242,PFXC-001330,Screenshot,Customer,2025-01-25T08:53:11,Other,Complete,Accepted,No,Passed
EVD-00003243,PFXC-001331,Bank Statement,Customer,2025-05-19T23:13:52,PDF,Complete,Further Evidence Required,Yes,Passed
EVD-00003244,PFXC-001331,Receipt,Customer,2025-05-20T14:01:47,PNG,Complete,Accepted,No,Passed
EVD-00003245,PFXC-001331,Bank Statement,Merchant,2025-05-19T23:36:07,PDF,Incomplete,Further Evidence Required,No,Passed
EVD-00003246,PFXC-001332,Receipt,Operations,2026-01-17T08:31:02,JPG,Complete,Accepted,No,Passed
EVD-00003247,PFXC-001332,Receipt,Customer,2026-01-19T13:55:40,PDF,Complete,Accepted,No,Passed
EVD-00003248,PFXC-001333,Receipt,Customer,2025-11-24T04:41:48,JPG,Complete,Accepted,Yes,Passed
EVD-00003249,PFXC-001333,Screenshot,Customer,2025-11-24T07:19:54,PNG,Complete,Accepted,Yes,Passed
EVD-00003250,PFXC-001334,Other,Customer,2025-09-18T05:41:16,PNG,Incomplete,Rejected,No,Passed
EVD-00003251,PFXC-001334,Receipt,Customer,2025-09-16T15:10:12,PDF,Complete,Accepted,No,Failed
EVD-00003252,PFXC-001335,Merchant Communication,Customer,2025-03-29T18:40:29,PDF,Incomplete,Rejected,No,Passed
EVD-00003253,PFXC-001335,Screenshot,Operations,2025-03-31T20:25:36,PDF,Complete,Accepted,No,Passed
EVD-00003254,PFXC-001335,Receipt,Customer,2025-03-30T08:04:28,CSV,Unreadable,Further Evidence Required,No,Passed
EVD-00003255,PFXC-001336,Receipt,Customer,2026-04-29T15:30:52,Other,Complete,Accepted,Yes,Passed
EVD-00003256,PFXC-001336,Other,Customer,2026-04-28T17:36:56,JPG,Complete,Accepted,No,Passed
EVD-00003257,PFXC-001336,Screenshot,Merchant,2026-04-28T18:18:57,PNG,Complete,Accepted,Yes,Passed
EVD-00003258,PFXC-001337,Receipt,Customer,2025-03-15T18:58:34,PDF,Complete,Accepted,Yes,Passed
EVD-00003259,PFXC-001337,Screenshot,Customer,2025-03-15T13:57:26,PNG,Complete,Accepted,No,Passed
EVD-00003260,PFXC-001338,Receipt,Merchant,2025-01-04T16:03:34,PDF,Complete,Accepted,No,Passed
