event_id,case_id,event_datetime,event_type,from_status,to_status,actor_role,automated_flag,queue_from,queue_to,waiting_reason
EVT-00010600,PFXC-001363,2025-04-10T23:53:44,Evidence Received,Awaiting Evidence,In Investigation,Customer,No,Fraud Review,Fraud Review,Customer
EVT-00010601,PFXC-001363,2025-04-11T06:23:30,Assignment,In Investigation,In Investigation,Operations,No,Fraud Review,Fraud Review,None
EVT-00010602,PFXC-001363,2025-04-11T11:02:54,Assignment,In Investigation,In Investigation,Operations,No,Fraud Review,Payment Operations,None
EVT-00010603,PFXC-001363,2025-04-11T18:24:02,Assignment,In Investigation,In Investigation,Operations,No,Payment Operations,Fraud Review,None
EVT-00010604,PFXC-001364,2026-01-11T02:36:33,Submission,,Submitted,Customer,No,,Customer Service,None
EVT-00010605,PFXC-001364,2026-01-11T10:24:43,Assignment,Submitted,In Triage,System,Yes,Customer Service,Technical Support,Technical Failure
EVT-00010606,PFXC-001364,2026-01-11T17:14:30,Evidence Request,In Triage,Awaiting Evidence,Operations,No,Technical Support,Technical Support,None
EVT-00010607,PFXC-001364,2026-01-12T07:45:56,Evidence Received,Awaiting Evidence,In Investigation,Customer,No,Technical Support,Technical Support,Customer
EVT-00010608,PFXC-001364,2026-01-16T01:55:27,Decision,In Investigation,Pending Approval,Operations,No,Technical Support,Refund Approval,None
EVT-00010609,PFXC-001364,2026-01-16T03:32:27,Notification,Pending Approval,Pending Approval,System,Yes,Technical Support,Technical Support,None
EVT-00010610,PFXC-001364,2026-01-16T03:47:23,Closure,Pending Approval,Resolved,Operations,No,Technical Support,Technical Support,None
EVT-00010611,PFXC-001365,2025-02-17T04:22:00,Submission,,Submitted,Customer,No,,Customer Service,None
EVT-00010612,PFXC-001365,2025-02-17T10:42:26,Assignment,Submitted,In Triage,System,Yes,Customer Service,Technical Support,Technical Failure
EVT-00010613,PFXC-001365,2025-02-17T22:07:38,Review,In Triage,In Investigation,Payment Operations,No,Technical Support,Technical Support,None
EVT-00010614,PFXC-001365,2025-02-18T09:25:10,Assignment,In Investigation,In Investigation,Operations,No,Technical Support,Payment Operations,None
EVT-00010615,PFXC-001365,2025-02-22T01:05:23,Decision,In Investigation,Pending Approval,Operations,No,Payment Operations,Payment Operations,None
EVT-00010616,PFXC-001365,2025-02-22T02:31:31,Notification,Pending Approval,Pending Approval,System,Yes,Payment Operations,Payment Operations,None
EVT-00010617,PFXC-001365,2025-02-22T02:31:31,Closure,Pending Approval,Cancelled,Operations,No,Payment Operations,Payment Operations,None
EVT-00010618,PFXC-001366,2025-05-29T15:22:34,Submission,,Submitted,Customer,No,,Customer Service,None
EVT-00010619,PFXC-001366,2025-05-29T20:38:53,Assignment,Submitted,In Triage,System,Yes,Customer Service,Technical Support,Technical Failure
EVT-00010620,PFXC-001366,2025-05-30T05:32:54,Evidence Request,In Triage,Awaiting Evidence,Operations,No,Technical Support,Technical Support,None
EVT-00010621,PFXC-001366,2025-05-31T01:52:12,Evidence Received,Awaiting Evidence,In Investigation,Customer,No,Technical Support,Technical Support,Customer
EVT-00010622,PFXC-001366,2025-05-31T19:02:35,Assignment,In Investigation,In Investigation,Operations,No,Technical Support,Technical Support,Technical Failure
EVT-00010623,PFXC-001366,2025-06-01T07:46:19,Escalation,In Investigation,In Investigation,Operations,No,Technical Support,Technical Support,None
EVT-00010624,PFXC-001366,2025-06-04T03:31:35,Decision,In Investigation,Pending Approval,Operations,No,Technical Support,Refund Approval,None
EVT-00010625,PFXC-001366,2025-06-04T05:00:35,Notification,Pending Approval,Pending Approval,System,Yes,Technical Support,Technical Support,None
EVT-00010626,PFXC-001366,2025-06-04T10:45:28,Closure,Pending Approval,Resolved,Operations,No,Technical Support,Technical Support,None
EVT-00010627,PFXC-001367,2026-05-12T06:19:17,Submission,,Submitted,Customer,No,,Customer Service,None
EVT-00010628,PFXC-001367,2026-05-12T08:06:17,Assignment,Submitted,In Triage,System,Yes,Customer Service,Customer Service,None
EVT-00010629,PFXC-001367,2026-05-12T17:48:23,Evidence Request,In Triage,Awaiting Evidence,Operations,No,Customer Service,Customer Service,None
EVT-00010630,PFXC-001367,2026-05-13T08:16:09,Evidence Received,Awaiting Evidence,In Investigation,Customer,No,Customer Service,Customer Service,Customer
EVT-00010631,PFXC-001367,2026-05-13T19:28:25,Assignment,In Investigation,In Investigation,Operations,No,Customer Service,Payment Operations,None
EVT-00010632,PFXC-001367,2026-05-17T16:04:20,Decision,In Investigation,Pending Approval,Operations,No,Payment Operations,Refund Approval,None
EVT-00010633,PFXC-001367,2026-05-17T17:04:24,Notification,Pending Approval,Pending Approval,System,Yes,Payment Operations,Payment Operations,None
EVT-00010634,PFXC-001367,2026-05-17T17:04:24,Closure,Pending Approval,Resolved,Operations,No,Payment Operations,Payment Operations,None
EVT-00010635,PFXC-001368,2025-03-13T10:03:44,Submission,,Submitted,Customer,No,,Customer Service,None
EVT-00010636,PFXC-001368,2025-03-13T12:59:33,Assignment,Submitted,In Triage,System,Yes,Customer Service,Refund Approval,None
EVT-00010637,PFXC-001368,2025-03-13T14:32:48,Evidence Request,In Triage,Awaiting Evidence,Operations,No,Refund Approval,Refund Approval,None
EVT-00010638,PFXC-001368,2025-03-14T01:22:36,Evidence Received,Awaiting Evidence,In Investigation,Customer,No,Refund Approval,Refund Approval,Customer
EVT-00010639,PFXC-001368,2025-03-14T06:48:06,Assignment,In Investigation,In Investigation,Operations,No,Refund Approval,Payment Operations,None
EVT-00010640,PFXC-001368,2025-03-14T11:17:38,Assignment,In Investigation,In Investigation,Operations,No,Payment Operations,Fraud Review,None
EVT-00010641,PFXC-001368,2025-03-14T15:36:53,Assignment,In Investigation,In Investigation,Operations,No,Fraud Review,Payment Operations,None
EVT-00010642,PFXC-001368,2025-03-19T00:28:25,Decision,In Investigation,Pending Approval,Operations,No,Payment Operations,Refund Approval,None
EVT-00010643,PFXC-001368,2025-03-19T01:11:25,Notification,Pending Approval,Pending Approval,System,Yes,Payment Operations,Payment Operations,None
EVT-00010644,PFXC-001368,2025-03-19T03:02:21,Closure,Pending Approval,Resolved,Operations,No,Payment Operations,Payment Operations,None
EVT-00010645,PFXC-001369,2025-12-18T13:43:59,Submission,,Submitted,Customer,No,,Customer Service,None
EVT-00010646,PFXC-001369,2025-12-18T18:27:03,Assignment,Submitted,In Triage,System,Yes,Customer Service,Technical Support,Technical Failure
EVT-00010647,PFXC-001369,2025-12-18T19:44:30,Evidence Request,In Triage,Awaiting Evidence,Operations,No,Technical Support,Technical Support,None
EVT-00010648,PFXC-001369,2025-12-20T12:20:56,Evidence Received,Awaiting Evidence,In Investigation,Customer,No,Technical Support,Technical Support,Customer
EVT-00010649,PFXC-001369,2025-12-20T16:03:27,Assignment,In Investigation,In Investigation,Operations,No,Technical Support,Technical Support,Technical Failure
EVT-00010650,PFXC-001369,2025-12-25T11:54:58,Decision,In Investigation,Pending Approval,Operations,No,Technical Support,Technical Support,None
EVT-00010651,PFXC-001369,2025-12-25T13:44:58,Notification,Pending Approval,Pending Approval,System,Yes,Technical Support,Technical Support,None
EVT-00010652,PFXC-001369,2025-12-25T17:43:42,Closure,Pending Approval,Rejected,Operations,No,Technical Support,Technical Support,None
EVT-00010653,PFXC-001370,2025-09-24T14:40:21,Submission,,Submitted,Customer,No,,Customer Service,None
EVT-00010654,PFXC-001370,2025-09-24T15:43:36,Assignment,Submitted,In Triage,System,Yes,Customer Service,Customer Service,None
EVT-00010655,PFXC-001370,2025-09-24T18:23:35,Evidence Request,In Triage,Awaiting Evidence,Operations,No,Customer Service,Customer Service,None
EVT-00010656,PFXC-001370,2025-09-26T01:26:20,Evidence Received,Awaiting Evidence,In Investigation,Customer,No,Customer Service,Customer Service,Customer
EVT-00010657,PFXC-001370,2025-09-26T14:29:55,Assignment,In Investigation,In Investigation,Operations,No,Customer Service,Payment Operations,None
EVT-00010658,PFXC-001370,2025-09-29T08:51:06,Decision,In Investigation,Pending Approval,Operations,No,Payment Operations,Payment Operations,None
EVT-00010659,PFXC-001370,2025-09-29T11:14:06,Notification,Pending Approval,Pending Approval,System,Yes,Payment Operations,Payment Operations,None
EVT-00010660,PFXC-001370,2025-09-29T14:04:52,Closure,Pending Approval,Rejected,Operations,No,Payment Operations,Payment Operations,None
EVT-00010661,PFXC-001371,2025-02-24T04:02:06,Submission,,Submitted,Customer,No,,Customer Service,None
EVT-00010662,PFXC-001371,2025-02-24T08:33:16,Assignment,Submitted,In Triage,System,Yes,Customer Service,Customer Service,None
EVT-00010663,PFXC-001371,2025-02-24T15:34:57,Review,In Triage,In Investigation,Payment Operations,No,Customer Service,Customer Service,None
EVT-00010664,PFXC-001371,2025-02-26T09:53:30,Decision,In Investigation,Pending Approval,Operations,No,Customer Service,Refund Approval,Internal Review
EVT-00010665,PFXC-001371,2025-02-26T12:14:30,Notification,Pending Approval,Pending Approval,System,Yes,Customer Service,Customer Service,None
EVT-00010666,PFXC-001371,2025-02-26T16:06:32,Closure,Pending Approval,Resolved,Operations,No,Customer Service,Customer Service,None
EVT-00010667,PFXC-001372,2025-06-26T13:39:31,Submission,,Submitted,Customer,No,,Customer Service,None
EVT-00010668,PFXC-001372,2025-06-26T18:20:35,Assignment,Submitted,In Triage,System,Yes,Customer Service,Refund Approval,None
EVT-00010669,PFXC-001372,2025-06-26T23:40:06,Review,In Triage,In Investigation,Payment Operations,No,Refund Approval,Refund Approval,None
EVT-00010670,PFXC-001372,2025-06-27T03:50:45,Assignment,In Investigation,In Investigation,Operations,No,Refund Approval,Payment Operations,None
EVT-00010671,PFXC-001372,2025-06-28T22:26:50,Decision,In Investigation,Pending Approval,Operations,No,Payment Operations,Refund Approval,None
EVT-00010672,PFXC-001372,2025-06-28T23:33:26,Notification,Pending Approval,Pending Approval,System,Yes,Payment Operations,Payment Operations,None
EVT-00010673,PFXC-001372,2025-06-28T23:33:26,Closure,Pending Approval,Resolved,Operations,No,Payment Operations,Payment Operations,None
EVT-00010674,PFXC-001373,2025-07-08T21:35:07,Submission,,Submitted,Customer,No,,Customer Service,None
EVT-00010675,PFXC-001373,2025-07-08T23:58:48,Assignment,Submitted,In Triage,System,Yes,Customer Service,Customer Service,None
EVT-00010676,PFXC-001373,2025-07-09T08:34:36,Review,In Triage,In Investigation,Payment Operations,No,Customer Service,Customer Service,None
EVT-00010677,PFXC-001373,2025-07-10T02:33:15,Assignment,In Investigation,In Investigation,Operations,No,Customer Service,Technical Support,Technical Failure
EVT-00010678,PFXC-001373,2025-07-10T14:36:04,Assignment,In Investigation,In Investigation,Operations,No,Technical Support,Payment Operations,None
EVT-00010679,PFXC-001373,2025-07-14T21:48:08,Decision,In Investigation,Pending Approval,Operations,No,Payment Operations,Payment Operations,Internal Review
EVT-00010680,PFXC-001373,2025-07-14T22:51:08,Notification,Pending Approval,Pending Approval,System,Yes,Payment Operations,Payment Operations,None
EVT-00010681,PFXC-001373,2025-07-14T23:08:10,Closure,Pending Approval,Rejected,Operations,No,Payment Operations,Payment Operations,None
EVT-00010682,PFXC-001374,2026-01-13T03:28:03,Submission,,Submitted,Customer,No,,Customer Service,None
EVT-00010683,PFXC-001374,2026-01-13T08:02:43,Assignment,Submitted,In Triage,System,Yes,Customer Service,Customer Service,None
EVT-00010684,PFXC-001374,2026-01-13T10:38:21,Evidence Request,In Triage,Awaiting Evidence,Operations,No,Customer Service,Customer Service,None
EVT-00010685,PFXC-001374,2026-01-15T06:46:53,Evidence Received,Awaiting Evidence,In Investigation,Customer,No,Customer Service,Customer Service,Customer
EVT-00010686,PFXC-001374,2026-01-15T18:39:48,Assignment,In Investigation,In Investigation,Operations,No,Customer Service,Payment Operations,None
EVT-00010687,PFXC-001374,2026-01-19T04:43:35,Decision,In Investigation,Pending Approval,Operations,No,Payment Operations,Payment Operations,None
EVT-00010688,PFXC-001374,2026-01-19T05:49:35,Notification,Pending Approval,Pending Approval,System,Yes,Payment Operations,Payment Operations,None
EVT-00010689,PFXC-001374,2026-01-19T11:35:01,Closure,Pending Approval,Resolved,Operations,No,Payment Operations,Payment Operations,None
EVT-00010690,PFXC-001375,2025-01-10T12:45:22,Submission,,Submitted,Customer,No,,Customer Service,None
EVT-00010691,PFXC-001375,2025-01-10T18:19:57,Assignment,Submitted,In Triage,System,Yes,Customer Service,Customer Service,None
EVT-00010692,PFXC-001375,2025-01-10T21:34:52,Evidence Request,In Triage,Awaiting Evidence,Operations,No,Customer Service,Customer Service,None
EVT-00010693,PFXC-001375,2025-01-11T17:47:43,Evidence Received,Awaiting Evidence,In Investigation,Customer,No,Customer Service,Customer Service,Customer
EVT-00010694,PFXC-001375,2025-01-12T07:12:21,Assignment,In Investigation,In Investigation,Operations,No,Customer Service,Payment Operations,None
EVT-00010695,PFXC-001375,2025-01-12T15:21:58,Assignment,In Investigation,In Investigation,Operations,No,Payment Operations,Customer Service,None
EVT-00010696,PFXC-001375,2025-01-19T07:02:02,Decision,In Investigation,Pending Approval,Operations,No,Customer Service,Customer Service,None
EVT-00010697,PFXC-001375,2025-01-19T08:45:02,Notification,Pending Approval,Pending Approval,System,Yes,Customer Service,Customer Service,None
EVT-00010698,PFXC-001375,2025-01-19T09:26:59,Closure,Pending Approval,Rejected,Operations,No,Customer Service,Customer Service,None
EVT-00010699,PFXC-001376,2026-01-31T06:24:32,Submission,,Submitted,Customer,No,,Customer Service,None
EVT-00010700,PFXC-001376,2026-01-31T09:24:47,Assignment,Submitted,In Triage,System,Yes,Customer Service,Payment Operations,None
EVT-00010701,PFXC-001376,2026-01-31T17:26:16,Review,In Triage,In Investigation,Payment Operations,No,Payment Operations,Payment Operations,None
EVT-00010702,PFXC-001376,2026-02-01T07:29:02,Decision,In Investigation,Pending Approval,Operations,No,Payment Operations,Refund Approval,None
EVT-00010703,PFXC-001376,2026-02-01T08:43:23,Notification,Pending Approval,Pending Approval,System,Yes,Payment Operations,Payment Operations,None
EVT-00010704,PFXC-001376,2026-02-01T08:43:23,Closure,Pending Approval,Resolved,Operations,No,Payment Operations,Payment Operations,None
EVT-00010705,PFXC-001377,2026-04-25T06:07:09,Submission,,Submitted,Customer,No,,Customer Service,None
EVT-00010706,PFXC-001377,2026-04-25T09:25:35,Assignment,Submitted,In Triage,System,Yes,Customer Service,Technical Support,Technical Failure
EVT-00010707,PFXC-001377,2026-04-25T17:09:55,Review,In Triage,In Investigation,Payment Operations,No,Technical Support,Technical Support,None
EVT-00010708,PFXC-001377,2026-04-26T05:27:13,Assignment,In Investigation,In Investigation,Operations,No,Technical Support,Customer Service,None
EVT-00010709,PFXC-001377,2026-04-26T20:56:29,Escalation,In Investigation,In Investigation,Operations,No,Customer Service,Customer Service,None
EVT-00010710,PFXC-001377,2026-04-30T20:47:53,Decision,In Investigation,Pending Approval,Operations,No,Customer Service,Customer Service,None
EVT-00010711,PFXC-001377,2026-04-30T21:30:53,Notification,Pending Approval,Pending Approval,System,Yes,Customer Service,Customer Service,None
EVT-00010712,PFXC-001377,2026-04-30T23:55:43,Closure,Pending Approval,Rejected,Operations,No,Customer Service,Customer Service,None
EVT-00010713,PFXC-001378,2025-09-07T04:59:37,Submission,,Submitted,Customer,No,,Customer Service,None
EVT-00010714,PFXC-001378,2025-09-07T06:44:36,Assignment,Submitted,In Triage,System,Yes,Customer Service,Payment Operations,None
EVT-00010715,PFXC-001378,2025-09-07T16:30:42,Review,In Triage,In Investigation,Payment Operations,No,Payment Operations,Payment Operations,None
EVT-00010716,PFXC-001378,2025-09-07T19:32:05,Assignment,In Investigation,In Investigation,Operations,No,Payment Operations,Payment Operations,None
EVT-00010717,PFXC-001378,2025-09-09T20:03:54,Decision,In Investigation,Pending Approval,Operations,No,Payment Operations,Refund Approval,None
EVT-00010718,PFXC-001378,2025-09-09T21:49:54,Notification,Pending Approval,Pending Approval,System,Yes,Payment Operations,Payment Operations,None
EVT-00010719,PFXC-001378,2025-09-09T22:15:42,Closure,Pending Approval,Resolved,Operations,No,Payment Operations,Payment Operations,None
EVT-00010720,PFXC-001379,2025-10-16T19:55:21,Submission,,Submitted,Customer,No,,Customer Service,None
EVT-00010721,PFXC-001379,2025-10-17T01:02:38,Assignment,Submitted,In Triage,System,Yes,Customer Service,Technical Support,Technical Failure
EVT-00010722,PFXC-001379,2025-10-17T07:07:15,Review,In Triage,In Investigation,Payment Operations,No,Technical Support,Technical Support,None
EVT-00010723,PFXC-001379,2025-10-17T15:09:04,Assignment,In Investigation,In Investigation,Operations,No,Technical Support,Refund Approval,None
EVT-00010724,PFXC-001379,2025-10-17T22:39:35,Assignment,In Investigation,In Investigation,Operations,No,Refund Approval,Payment Operations,None
EVT-00010725,PFXC-001379,2025-10-20T22:55:53,Decision,In Investigation,Pending Approval,Operations,No,Payment Operations,Payment Operations,None
EVT-00010726,PFXC-001379,2025-10-20T23:53:53,Notification,Pending Approval,Pending Approval,System,Yes,Payment Operations,Payment Operations,None
EVT-00010727,PFXC-001379,2025-10-21T05:51:53,Closure,Pending Approval,Rejected,Operations,No,Payment Operations,Payment Operations,None
EVT-00010728,PFXC-001380,2025-08-05T21:35:48,Submission,,Submitted,Customer,No,,Customer Service,None
EVT-00010729,PFXC-001380,2025-08-06T03:39:10,Assignment,Submitted,In Triage,System,Yes,Customer Service,Refund Approval,None
EVT-00010730,PFXC-001380,2025-08-06T13:17:16,Evidence Request,In Triage,Awaiting Evidence,Operations,No,Refund Approval,Refund Approval,None
EVT-00010731,PFXC-001380,2025-08-07T15:37:21,Evidence Received,Awaiting Evidence,In Investigation,Customer,No,Refund Approval,Refund Approval,Customer
EVT-00010732,PFXC-001380,2025-08-08T09:50:05,Assignment,In Investigation,In Investigation,Operations,No,Refund Approval,Customer Service,None
EVT-00010733,PFXC-001380,2025-08-12T00:20:59,Decision,In Investigation,Pending Approval,Operations,No,Customer Service,Refund Approval,None
EVT-00010734,PFXC-001380,2025-08-12T01:37:59,Notification,Pending Approval,Pending Approval,System,Yes,Customer Service,Customer Service,None
EVT-00010735,PFXC-001380,2025-08-12T04:43:40,Closure,Pending Approval,Resolved,Operations,No,Customer Service,Customer Service,None
EVT-00010736,PFXC-001381,2025-12-28T01:29:59,Submission,,Submitted,Customer,No,,Customer Service,None
EVT-00010737,PFXC-001381,2025-12-28T05:18:38,Assignment,Submitted,In Triage,System,Yes,Customer Service,Payment Operations,None
EVT-00010738,PFXC-001381,2025-12-28T13:02:23,Evidence Request,In Triage,Awaiting Evidence,Operations,No,Payment Operations,Payment Operations,None
EVT-00010739,PFXC-001381,2025-12-29T06:07:14,Evidence Received,Awaiting Evidence,In Investigation,Customer,No,Payment Operations,Payment Operations,Customer
EVT-00010740,PFXC-001381,2025-12-29T12:28:46,Escalation,In Investigation,In Investigation,Operations,No,Payment Operations,Payment Operations,None
EVT-00010741,PFXC-001381,2025-12-31T22:53:49,Decision,In Investigation,Pending Approval,Operations,No,Payment Operations,Payment Operations,None
EVT-00010742,PFXC-001381,2025-12-31T23:36:49,Notification,Pending Approval,Pending Approval,System,Yes,Payment Operations,Payment Operations,None
EVT-00010743,PFXC-001381,2026-01-01T04:19:31,Closure,Pending Approval,Rejected,Operations,No,Payment Operations,Payment Operations,None
EVT-00010744,PFXC-001382,2026-03-31T17:42:30,Submission,,Submitted,Customer,No,,Customer Service,None
EVT-00010745,PFXC-001382,2026-03-31T22:51:17,Assignment,Submitted,In Triage,System,Yes,Customer Service,Fraud Review,None
EVT-00010746,PFXC-001382,2026-04-01T06:37:02,Evidence Request,In Triage,Awaiting Evidence,Operations,No,Fraud Review,Fraud Review,None
EVT-00010747,PFXC-001382,2026-04-02T11:14:17,Evidence Received,Awaiting Evidence,In Investigation,Customer,No,Fraud Review,Fraud Review,Customer
EVT-00010748,PFXC-001382,2026-04-03T06:58:52,Assignment,In Investigation,In Investigation,Operations,No,Fraud Review,Refund Approval,None
EVT-00010749,PFXC-001382,2026-04-03T18:07:02,Assignment,In Investigation,In Investigation,Operations,No,Refund Approval,Payment Operations,None
EVT-00010750,PFXC-001382,2026-04-04T08:16:02,Assignment,In Investigation,In Investigation,Operations,No,Payment Operations,Payment Operations,None
EVT-00010751,PFXC-001382,2026-04-04T16:55:39,Escalation,In Investigation,In Investigation,Operations,No,Payment Operations,Payment Operations,None
EVT-00010752,PFXC-001382,2026-04-06T15:43:38,Decision,In Investigation,Pending Approval,Operations,No,Payment Operations,Refund Approval,None
EVT-00010753,PFXC-001382,2026-04-06T17:50:38,Notification,Pending Approval,Pending Approval,System,Yes,Payment Operations,Payment Operations,None
EVT-00010754,PFXC-001382,2026-04-06T23:41:52,Closure,Pending Approval,Resolved,Operations,No,Payment Operations,Payment Operations,None
EVT-00010755,PFXC-001383,2026-03-07T21:26:12,Submission,,Submitted,Customer,No,,Customer Service,None
EVT-00010756,PFXC-001383,2026-03-08T00:07:28,Assignment,Submitted,In Triage,System,Yes,Customer Service,Technical Support,Technical Failure
EVT-00010757,PFXC-001383,2026-03-08T05:57:11,Evidence Request,In Triage,Awaiting Evidence,Operations,No,Technical Support,Technical Support,None
EVT-00010758,PFXC-001383,2026-03-08T23:31:07,Evidence Received,Awaiting Evidence,In Investigation,Customer,No,Technical Support,Technical Support,Customer
EVT-00010759,PFXC-001383,2026-03-09T18:16:14,Assignment,In Investigation,In Investigation,Operations,No,Technical Support,Fraud Review,None
EVT-00010760,PFXC-001383,2026-03-10T10:17:48,Assignment,In Investigation,In Investigation,Operations,No,Fraud Review,Fraud Review,None
EVT-00010761,PFXC-001383,2026-03-10T19:23:38,Escalation,In Investigation,In Investigation,Operations,No,Fraud Review,Fraud Review,None
EVT-00010762,PFXC-001383,2026-03-13T20:52:15,Decision,In Investigation,Pending Approval,Operations,No,Fraud Review,Refund Approval,None
EVT-00010763,PFXC-001383,2026-03-13T22:48:15,Notification,Pending Approval,Pending Approval,System,Yes,Fraud Review,Fraud Review,None
EVT-00010764,PFXC-001383,2026-03-14T03:30:23,Closure,Pending Approval,Resolved,Operations,No,Fraud Review,Fraud Review,None
EVT-00010765,PFXC-001384,2025-10-28T03:34:02,Submission,,Submitted,Customer,No,,Customer Service,None
EVT-00010766,PFXC-001384,2025-10-28T08:23:28,Assignment,Submitted,In Triage,System,Yes,Customer Service,Payment Operations,None
EVT-00010767,PFXC-001384,2025-10-28T13:06:20,Evidence Request,In Triage,Awaiting Evidence,Operations,No,Payment Operations,Payment Operations,None
EVT-00010768,PFXC-001384,2025-10-29T01:07:48,Evidence Received,Awaiting Evidence,In Investigation,Customer,No,Payment Operations,Payment Operations,Customer
EVT-00010769,PFXC-001384,2025-11-03T01:24:09,Decision,In Investigation,Pending Approval,Operations,No,Payment Operations,Payment Operations,Internal Review
EVT-00010770,PFXC-001384,2025-11-03T02:15:09,Notification,Pending Approval,Pending Approval,System,Yes,Payment Operations,Payment Operations,None
EVT-00010771,PFXC-001384,2025-11-03T05:08:23,Closure,Pending Approval,Rejected,Operations,No,Payment Operations,Payment Operations,None
EVT-00010772,PFXC-001385,2025-11-13T04:04:19,Submission,,Submitted,Customer,No,,Customer Service,None
EVT-00010773,PFXC-001385,2025-11-13T07:11:33,Assignment,Submitted,In Triage,System,Yes,Customer Service,Customer Service,None
EVT-00010774,PFXC-001385,2025-11-13T11:19:36,Evidence Request,In Triage,Awaiting Evidence,Operations,No,Customer Service,Customer Service,None
EVT-00010775,PFXC-001385,2025-11-14T07:15:13,Evidence Received,Awaiting Evidence,In Investigation,Customer,No,Customer Service,Customer Service,Customer
EVT-00010776,PFXC-001385,2025-11-14T11:20:23,Assignment,In Investigation,In Investigation,Operations,No,Customer Service,Refund Approval,None
EVT-00010777,PFXC-001385,2025-11-15T06:22:43,Escalation,In Investigation,In Investigation,Operations,No,Refund Approval,Refund Approval,None
EVT-00010778,PFXC-001385,2025-11-18T18:34:22,Decision,In Investigation,Pending Approval,Operations,No,Refund Approval,Refund Approval,None
EVT-00010779,PFXC-001385,2025-11-18T19:11:22,Notification,Pending Approval,Pending Approval,System,Yes,Refund Approval,Refund Approval,None
EVT-00010780,PFXC-001385,2025-11-19T01:00:57,Closure,Pending Approval,Rejected,Operations,No,Refund Approval,Refund Approval,None
EVT-00010781,PFXC-001386,2025-11-29T23:49:55,Submission,,Submitted,Customer,No,,Customer Service,None
EVT-00010782,PFXC-001386,2025-11-30T02:42:35,Assignment,Submitted,In Triage,System,Yes,Customer Service,Payment Operations,None
EVT-00010783,PFXC-001386,2025-11-30T05:41:59,Evidence Request,In Triage,Awaiting Evidence,Operations,No,Payment Operations,Payment Operations,None
EVT-00010784,PFXC-001386,2025-12-02T08:49:06,Evidence Received,Awaiting Evidence,In Investigation,Customer,No,Payment Operations,Payment Operations,Customer
EVT-00010785,PFXC-001386,2025-12-03T00:57:32,Assignment,In Investigation,In Investigation,Operations,No,Payment Operations,Payment Operations,None
EVT-00010786,PFXC-001386,2025-12-03T10:00:41,Assignment,In Investigation,In Investigation,Operations,No,Payment Operations,Fraud Review,None
EVT-00010787,PFXC-001386,2025-12-06T03:23:35,Decision,In Investigation,Pending Approval,Operations,No,Fraud Review,Fraud Review,None
EVT-00010788,PFXC-001386,2025-12-06T05:26:35,Notification,Pending Approval,Pending Approval,System,Yes,Fraud Review,Fraud Review,None
EVT-00010789,PFXC-001386,2025-12-06T11:00:18,Closure,Pending Approval,Rejected,Operations,No,Fraud Review,Fraud Review,None
EVT-00010790,PFXC-001387,2025-01-03T16:59:09,Submission,,Submitted,Customer,No,,Customer Service,None
EVT-00010791,PFXC-001387,2025-01-03T20:38:20,Assignment,Submitted,In Triage,System,Yes,Customer Service,Customer Service,None
EVT-00010792,PFXC-001387,2025-01-04T07:43:58,Review,In Triage,In Investigation,Payment Operations,No,Customer Service,Customer Service,None
EVT-00010793,PFXC-001387,2025-01-04T11:39:34,Assignment,In Investigation,In Investigation,Operations,No,Customer Service,Payment Operations,None
EVT-00010794,PFXC-001387,2025-01-07T12:06:51,Decision,In Investigation,Pending Approval,Operations,No,Payment Operations,Refund Approval,None
EVT-00010795,PFXC-001387,2025-01-07T12:30:51,Notification,Pending Approval,Pending Approval,System,Yes,Payment Operations,Payment Operations,None
EVT-00010796,PFXC-001387,2025-01-07T20:02:48,Closure,Pending Approval,Resolved,Operations,No,Payment Operations,Payment Operations,None
EVT-00010797,PFXC-001388,2025-10-03T07:00:54,Submission,,Submitted,Customer,No,,Customer Service,None
EVT-00010798,PFXC-001388,2025-10-03T10:38:19,Assignment,Submitted,In Triage,System,Yes,Customer Service,Payment Operations,None
EVT-00010799,PFXC-001388,2025-10-03T20:00:43,Evidence Request,In Triage,Awaiting Evidence,Operations,No,Payment Operations,Payment Operations,None
EVT-00010800,PFXC-001388,2025-10-05T01:59:55,Evidence Received,Awaiting Evidence,In Investigation,Customer,No,Payment Operations,Payment Operations,Customer
EVT-00010801,PFXC-001388,2025-10-05T11:56:45,Assignment,In Investigation,In Investigation,Operations,No,Payment Operations,Payment Operations,None
EVT-00010802,PFXC-001388,2025-10-06T01:20:26,Assignment,In Investigation,In Investigation,Operations,No,Payment Operations,Payment Operations,None
EVT-00010803,PFXC-001388,2025-10-06T12:23:59,Assignment,In Investigation,In Investigation,Operations,No,Payment Operations,Fraud Review,None
EVT-00010804,PFXC-001388,2025-10-07T03:31:12,Escalation,In Investigation,In Investigation,Operations,No,Fraud Review,Fraud Review,None
EVT-00010805,PFXC-001388,2025-10-08T02:50:05,Decision,In Investigation,Pending Approval,Operations,No,Fraud Review,Fraud Review,None
EVT-00010806,PFXC-001388,2025-10-08T04:18:05,Notification,Pending Approval,Pending Approval,System,Yes,Fraud Review,Fraud Review,None
EVT-00010807,PFXC-001388,2025-10-08T09:44:19,Closure,Pending Approval,Rejected,Operations,No,Fraud Review,Fraud Review,None
EVT-00010808,PFXC-001389,2026-05-02T23:05:20,Submission,,Submitted,Customer,No,,Customer Service,None
